ligand_name,smiles,denticity,bite_angle,linear_selectivity,temperature,solvent,reference,ligand_class,MW,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumRings,P_atoms,O_atoms,HeavyAtoms
P(2-Cl-Ph)3_100C_dioxane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,29,100,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_100C_benzene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,36,100,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_100C_xylene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,35,100,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_110C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,33,110,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_110C_THF,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,29,110,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_110C_dioxane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,29,110,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_110C_hexane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,34,110,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_110C_benzene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,36,110,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_120C_toluene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,30,120,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_120C_THF,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,30,120,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_120C_dioxane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,32,120,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_120C_hexane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,34,120,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_120C_benzene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,34,120,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_130C_THF,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,27,130,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_130C_dioxane,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,34,130,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(2-Cl-Ph)3_130C_benzene,Clc1cccc(P(c2cccc(Cl)c2)c2cccc(Cl)c2)c1,1,,35,130,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000003,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,32,100,toluene,"Adv. Synth. Catal. 2004, 346, 877",phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_70C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,38,70,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_70C_dioxane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,33,70,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_70C_hexane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,39,70,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_70C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,36,70,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_80C_THF,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,33,80,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_80C_dioxane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,31,80,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_80C_hexane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,38,80,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_80C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,33,80,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_90C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,31,90,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_90C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,33,90,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_90C_xylene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,34,90,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_100C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,100,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_100C_THF,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,30,100,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_100C_dioxane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,32,100,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_100C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,35,100,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_100C_xylene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,100,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_110C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,110,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_110C_THF,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,26,110,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_110C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,33,110,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_120C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,31,120,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_120C_dioxane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,120,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_120C_hexane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,120,hexane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_120C_benzene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,29,120,benzene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_120C_xylene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,28,120,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_130C_toluene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,26,130,toluene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_130C_THF,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,27,130,THF,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_130C_dioxane,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,31,130,dioxane,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-Cl-Ph)3_130C_xylene,Clc1ccc(P(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,1,,31,130,xylene,This work / SAR Modeling,phosphine,365.62700000000007,5.405000000000004,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,33,100,toluene,"J. Chem. Soc., Chem. Commun. 1973, 876",phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_70C_toluene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,39,70,toluene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_70C_THF,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,32,70,THF,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_70C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,38,70,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_70C_benzene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,38,70,benzene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_70C_xylene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,38,70,xylene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_80C_toluene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,33,80,toluene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_80C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,30,80,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_80C_hexane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,39,80,hexane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_80C_benzene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,36,80,benzene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_90C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,32,90,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_90C_hexane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,35,90,hexane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_90C_benzene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,35,90,benzene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_100C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,29,100,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_100C_benzene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,33,100,benzene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_100C_xylene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,34,100,xylene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_110C_toluene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,27,110,toluene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_110C_THF,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,28,110,THF,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_110C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,32,110,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_110C_hexane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,32,110,hexane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_110C_xylene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,29,110,xylene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_120C_THF,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,30,120,THF,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_120C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,27,120,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_120C_hexane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,28,120,hexane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_toluene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,31,130,toluene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_THF,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,25,130,THF,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_dioxane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,28,130,dioxane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_hexane,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,30,130,hexane,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_benzene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,31,130,benzene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-F-Ph)3_130C_xylene,Fc1ccc(P(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1,,31,130,xylene,This work / SAR Modeling,phosphine,316.26200000000006,3.8621000000000025,0.0,0,0,3,3,1,0,22
P(4-CF3-Ph)3,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,38,100,toluene,"JACS 1971, 93, 2397",phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_70C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,43,70,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_70C_THF,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,44,70,THF,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_70C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,46,70,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_70C_xylene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,43,70,xylene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_80C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,45,80,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_80C_THF,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,40,80,THF,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_80C_hexane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,42,80,hexane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_80C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,45,80,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_80C_xylene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,41,80,xylene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_90C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,42,90,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_90C_THF,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,39,90,THF,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_90C_dioxane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,38,90,dioxane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_90C_hexane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,39,90,hexane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_90C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,37,90,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_100C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,36,100,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_100C_hexane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,39,100,hexane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_100C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,39,100,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_100C_xylene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,40,100,xylene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_110C_hexane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,33,110,hexane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_110C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,34,110,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_110C_xylene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,42,110,xylene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_120C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,31,120,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_120C_THF,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,31,120,THF,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_120C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,31,120,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_120C_xylene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,35,120,xylene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_130C_toluene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,32,130,toluene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_130C_dioxane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,30,130,dioxane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_130C_hexane,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,38,130,hexane,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-CF3-Ph)3_130C_benzene,FC(F)(F)c1ccc(P(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)cc1,1,,35,130,benzene,This work / SAR Modeling,phosphine,466.2830000000001,6.501200000000003,0.0,0,0,3,3,1,0,31
P(4-MeO-Ph)3,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1,,29,100,toluene,"US Patent 3,903,120",phosphine,352.3700000000001,3.470600000000002,27.69,0,3,6,3,1,3,25
P(4-MeO-Ph)3_70C_THF,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1,,30,70,THF,This work / SAR Modeling,phosphine,352.3700000000001,3.470600000000002,27.69,0,3,6,3,1,3,25
P(4-MeO-Ph)3_70C_hexane,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1,,30,70,hexane,This work / SAR Modeling,phosphine,352.3700000000001,3.470600000000002,27.69,0,3,6,3,1,3,25
P(4-MeO-Ph)3_70C_xylene,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1,,35,70,xylene,This work / SAR Modeling,phosphine,352.3700000000001,3.470600000000002,27.69,0,3,6,3,1,3,25
